time	group	step	mark	flag	DigAux	A1 HbO	A1 Hb	A2 HbO	A2 Hb	A3 HbO	A3 Hb	A4 HbO	A4 Hb	B1 HbO	B1 Hb	B2 HbO	B2 Hb	B3 HbO	B3 Hb	B4 HbO	B4 Hb	
2389.830	108	1	0	0	255	-0.010509	0.013577	0.0088536	-0.0034226	-0.0071489	0.0092353	0.015079	-0.0058291	0.0020989	-0.00081137	-0.0036878	0.0047641	-0.0017145	0.00066279	0.00024986	-0.00032279	
2389.981	108	1	0	0	255	-0.01049	0.013552	0.0088013	-0.0034024	-0.007103	0.009176	0.015045	-0.0058162	0.0022569	-0.00087245	-0.0036358	0.0046969	-0.0018265	0.00070609	0.00029793	-0.00038488	
2390.131	108	1	0	0	255	-0.010471	0.013527	0.008679	-0.0033551	-0.0070415	0.0090966	0.014881	-0.0057526	0.0023119	-0.00089374	-0.0035396	0.0045727	-0.0019428	0.00075103	0.0003817	-0.0004931	
2390.331	108	1	0	0	255	-0.010461	0.013515	0.0087024	-0.0033641	-0.0070592	0.0091194	0.014853	-0.0057419	0.0021568	-0.00083376	-0.0034981	0.004519	-0.0018325	0.0007084	0.00040796	-0.00052703	
2390.455	108	1	0	0	255	-0.010441	0.013489	0.0088163	-0.0034082	-0.0071544	0.0092424	0.01495	-0.0057792	0.0020078	-0.00077616	-0.003651	0.0047166	-0.0016253	0.00062832	0.00028252	-0.00036498	
2390.607	108	1	0	0	255	-0.010475	0.013533	0.0088736	-0.0034303	-0.0072064	0.0093096	0.014981	-0.0057914	0.0022472	-0.00086871	-0.0037306	0.0048194	-0.0015616	0.00060368	0.00022027	-0.00028456	
2390.732	108	1	0	0	255	-0.010581	0.013669	0.0089053	-0.0034426	-0.0071811	0.0092769	0.014987	-0.0057938	0.0020585	-0.00079577	-0.0037417	0.0048337	-0.0016287	0.00062963	0.00019655	-0.00025391	
2390.880	108	1	0	0	255	-0.01053	0.013603	0.0088487	-0.0034207	-0.0071495	0.0092361	0.014928	-0.0057709	0.0023227	-0.00089791	-0.0037247	0.0048118	-0.0017648	0.00068221	0.00024211	-0.00031277	
2391.082	108	1	0	0	255	-0.010495	0.013558	0.0087888	-0.0033976	-0.0070929	0.009163	0.014978	-0.0057901	0.002263	-0.00087482	-0.0036778	0.0047512	-0.0018821	0.00072759	0.0003007	-0.00038846	
2391.206	108	1	0	0	255	-0.010499	0.013563	0.0087092	-0.0033668	-0.0070116	0.0090579	0.015009	-0.0058022	0.0021308	-0.00082373	-0.0035801	0.0046249	-0.0019914	0.00076983	0.00035459	-0.00045808	
2391.331	108	1	0	0	255	-0.010545	0.013623	0.0087643	-0.0033881	-0.0071251	0.0092046	0.015014	-0.005804	0.0019245	-0.00074397	-0.0036126	0.004667	-0.0018442	0.00071291	0.00028544	-0.00036875	
2391.481	108	1	0	0	255	-0.010583	0.013672	0.0088013	-0.0034024	-0.0071794	0.0092747	0.015021	-0.0058068	0.0017224	-0.00066582	-0.0037037	0.0047846	-0.0017084	0.00066041	0.00020883	-0.00026978	
2391.682	108	1	0	0	255	-0.010566	0.013649	0.0088006	-0.0034021	-0.0071774	0.0092722	0.014935	-0.0057734	0.0022841	-0.00088297	-0.0037248	0.0048119	-0.0017052	0.0006592	0.00019478	-0.00025163	
2391.831	108	1	0	0	255	-0.010528	0.0136	0.0087823	-0.003395	-0.0071473	0.0092333	0.01494	-0.0057753	0.0021833	-0.00084402	-0.0036975	0.0047767	-0.0018113	0.0007002	0.00022255	-0.0002875	
2391.956	108	1	0	0	255	-0.010582	0.013671	0.0087145	-0.0033688	-0.0071254	0.0092049	0.014898	-0.0057593	0.0021633	-0.00083627	-0.0036262	0.0046845	-0.0019416	0.00075059	0.0002897	-0.00037426	
2392.108	108	1	0	0	255	-0.010551	0.01363	0.0086979	-0.0033624	-0.0070626	0.0091238	0.014829	-0.0057324	0.0021495	-0.00083094	-0.0035939	0.0046427	-0.0020843	0.00080573	0.00036618	-0.00047304	
2392.232	108	1	0	0	255	-0.010464	0.013518	0.0087623	-0.0033873	-0.0071251	0.0092045	0.014918	-0.005767	0.0017645	-0.00068212	-0.0036548	0.0047214	-0.0018072	0.00069861	0.00028128	-0.00036337	
2392.432	108	1	0	0	255	-0.010443	0.01349	0.0087944	-0.0033997	-0.007158	0.0092471	0.014949	-0.005779	0.0018926	-0.00073164	-0.0037115	0.0047947	-0.0017035	0.00065854	0.00018795	-0.0002428	
2392.582	108	1	0	0	255	-0.01054	0.013616	0.008801	-0.0034023	-0.007164	0.0092549	0.014889	-0.0057558	0.001798	-0.00069506	-0.0037108	0.0047938	-0.0017852	0.00069013	0.00017599	-0.00022736	
2392.707	108	1	0	0	255	-0.010555	0.013635	0.0087244	-0.0033726	-0.0071517	0.009239	0.014888	-0.0057552	0.0017054	-0.00065926	-0.0036962	0.0047749	-0.0018905	0.00073081	0.00020799	-0.00026869	
2392.857	108	1	0	0	255	-0.010501	0.013565	0.0086916	-0.0033599	-0.0071096	0.0091845	0.014782	-0.0057143	0.001709	-0.00066066	-0.0036359	0.004697	-0.0019881	0.00076856	0.00027524	-0.00035558	
2392.982	108	1	0	0	255	-0.010477	0.013535	0.0086768	-0.0033543	-0.0070283	0.0090795	0.014812	-0.005726	0.0017636	-0.00068175	-0.0035729	0.0046156	-0.0020435	0.00078996	0.00036971	-0.00047761	
2393.183	108	1	0	0	255	-0.010489	0.01355	0.0087895	-0.0033978	-0.0071129	0.0091888	0.014908	-0.0057632	0.0017038	-0.00065864	-0.0036682	0.0047388	-0.0018812	0.00072722	0.0002503	-0.00032335	
2393.332	108	1	0	0	255	-0.010549	0.013628	0.0088563	-0.0034236	-0.0071887	0.0092868	0.014906	-0.0057622	0.0019079	-0.00073757	-0.0037554	0.0048514	-0.0017473	0.00067547	0.00013809	-0.0001784	
2393.458	108	1	0	0	255	-0.010546	0.013624	0.0088887	-0.0034362	-0.0072152	0.009321	0.01492	-0.0057676	0.0019637	-0.00075911	-0.0037867	0.0048918	-0.001726	0.00066722	0.00012989	-0.0001678	
2393.608	108	1	0	0	255	-0.010533	0.013607	0.0087752	-0.0033923	-0.0071842	0.009281	0.014857	-0.0057433	0.0018347	-0.00070925	-0.0037511	0.0048459	-0.0018192	0.00070327	0.00020208	-0.00026105	
2393.733	108	1	0	0	255	-0.010536	0.013611	0.008727	-0.0033736	-0.0071364	0.0092192	0.014847	-0.0057395	0.0017429	-0.00067378	-0.0037025	0.004783	-0.001935	0.00074801	0.00027133	-0.00035051	
2393.933	108	1	0	0	255	-0.010413	0.013452	0.0086936	-0.0033607	-0.0070662	0.0091284	0.014867	-0.0057472	0.0017094	-0.00066082	-0.0036248	0.0046827	-0.0019866	0.00076798	0.00032684	-0.00042223	
2394.083	108	1	0	0	255	-0.010495	0.013558	0.0087786	-0.0033936	-0.0071208	0.009199	0.014941	-0.0057759	0.0018574	-0.00071801	-0.0037199	0.0048056	-0.0017226	0.0006659	0.00015813	-0.00020428	
2394.207	108	1	0	0	255	-0.010573	0.013658	0.0088608	-0.0034254	-0.0072568	0.0093747	0.014974	-0.0057887	0.0019455	-0.00075207	-0.0038324	0.0049509	-0.0015625	0.00060401	4.1593e-05	-5.3732e-05	
2394.358	108	1	0	0	255	-0.01056	0.013641	0.0088968	-0.0034393	-0.0072674	0.0093885	0.014987	-0.0057938	0.0020839	-0.00080558	-0.0038907	0.0050262	-0.001589	0.00061428	3.8589e-05	-4.9852e-05	
2394.482	108	1	0	0	255	-0.010539	0.013615	0.0088857	-0.003435	-0.0072264	0.0093354	0.014946	-0.0057779	0.0020345	-0.00078649	-0.003893	0.0050292	-0.0016633	0.00064301	6.4659e-05	-8.353e-05	
2394.684	108	1	0	0	255	-0.01063	0.013733	0.0088296	-0.0034133	-0.0071553	0.0092436	0.014921	-0.005768	0.00209	-0.00080793	-0.0038139	0.0049271	-0.0017995	0.00069564	0.00015596	-0.00020148	
2394.832	108	1	0	0	255	-0.010528	0.013601	0.0087876	-0.0033971	-0.0071489	0.0092353	0.01495	-0.0057793	0.0017706	-0.00068448	-0.0037275	0.0048154	-0.0018776	0.00072585	0.0002499	-0.00032283	
2394.982	108	1	0	0	255	-0.010533	0.013607	0.0088999	-0.0034405	-0.0072096	0.0093137	0.014898	-0.0057593	0.00194	-0.00074996	-0.0038388	0.0049591	-0.0016251	0.00062823	0.00010793	-0.00013943	
2395.109	108	1	0	0	255	-0.010541	0.013617	0.0089382	-0.0034553	-0.0072743	0.0093974	0.01493	-0.0057716	0.0021592	-0.00083469	-0.0039347	0.0050831	-0.0015004	0.00058001	7.4906e-06	-9.6767e-06	
2395.233	108	1	0	0	255	-0.010633	0.013736	0.0089894	-0.0034751	-0.0072895	0.0094169	0.014995	-0.0057966	0.002007	-0.00077586	-0.0039725	0.0051319	-0.0014984	0.00057924	-1.7354e-05	2.2419e-05	
2395.433	108	1	0	0	255	-0.010665	0.013778	0.0089103	-0.0034445	-0.0072481	0.0093635	0.014951	-0.0057796	0.0020268	-0.00078352	-0.003936	0.0050847	-0.0016316	0.00063073	3.9808e-05	-5.1426e-05	
2395.583	108	1	0	0	255	-0.010566	0.01365	0.0088287	-0.0034129	-0.0072548	0.0093721	0.014919	-0.0057674	0.0021203	-0.00081966	-0.0038707	0.0050004	-0.0017934	0.0006933	0.00011223	-0.00014499	
2395.708	108	1	0	0	255	-0.010529	0.013602	0.0088712	-0.0034294	-0.0072424	0.009356	0.014898	-0.0057594	0.0018889	-0.00073022	-0.0038234	0.0049393	-0.0017245	0.00066665	0.00014144	-0.00018271	
2395.858	108	1	0	0	255	-0.010551	0.01363	0.0089284	-0.0034515	-0.0072985	0.0094286	0.01497	-0.0057871	0.0017227	-0.00066597	-0.0038888	0.0050238	-0.001564	0.0006046	3.3124e-05	-4.2791e-05	
2395.983	108	1	0	0	255	-0.010556	0.013637	0.0090073	-0.003482	-0.0073016	0.0094326	0.014964	-0.0057849	0.0019589	-0.00075727	-0.0039284	0.0050749	-0.0015616	0.00060369	9.2114e-07	-1.19e-06	
2396.184	109	1	0	0	255	-0.010548	0.013627	0.0089751	-0.0034696	-0.0072765	0.0094001	0.015011	-0.0058031	0.0019819	-0.00076616	-0.0039488	0.0051013	-0.0016032	0.00061977	1.5082e-05	-1.9484e-05	
2396.333	109	1	0	0	255	-0.010499	0.013563	0.0088517	-0.0034219	-0.0072551	0.0093725	0.015	-0.0057986	0.0017838	-0.00068957	-0.0039288	0.0050754	-0.0017304	0.00066894	8.4087e-05	-0.00010863	
2396.483	109	1	0	0	255	-0.010538	0.013613	0.0088088	-0.0034053	-0.0071984	0.0092992	0.014861	-0.0057449	0.0018557	-0.00071738	-0.0038307	0.0049487	-0.0018501	0.00071522	0.0001498	-0.00019352	
2396.609	109	1	0	0	255	-0.010521	0.013591	0.008852	-0.003422	-0.0071729	0.0092664	0.014901	-0.0057604	0.0019378	-0.0007491	-0.0038007	0.0049099	-0.0016999	0.00065716	0.00013881	-0.00017932	
2396.734	109	1	0	0	255	-0.010511	0.013579	0.0089492	-0.0034596	-0.0072614	0.0093806	0.014952	-0.00578	0.0017818	-0.00068879	-0.0039179	0.0050614	-0.0015021	0.00058067	1.0058e-05	-1.2993e-05	
2396.934	109	1	0	0	255	-0.010579	0.013666	0.008987	-0.0034742	-0.007271	0.0093931	0.014974	-0.0057885	0.0020946	-0.00080973	-0.003989	0.0051532	-0.0014666	0.00056694	-7.7967e-05	0.00010072	
2397.084	109	1	0	0	255	-0.010578	0.013665	0.0089784	-0.0034708	-0.0072877	0.0094147	0.014881	-0.0057525	0.0022208	-0.00085849	-0.0039903	0.0051549	-0.0015468	0.00059797	-6.1565e-05	7.9533e-05	
2397.234	109	1	0	0	255	-0.010579	0.013667	0.0089302	-0.0034522	-0.0072142	0.0093197	0.014867	-0.0057471	0.0023176	-0.00089594	-0.0039435	0.0050944	-0.0016253	0.00062829	2.9093e-05	-3.7583e-05	
2397.359	109	1	0	0	255	-0.010589	0.013679	0.0089299	-0.0034521	-0.0072017	0.0093035	0.014962	-0.0057839	0.0022216	-0.00085882	-0.0038792	0.0050114	-0.0017583	0.00067973	0.00011166	-0.00014425	
2397.483	109	1	0	0	255	-0.010606	0.013702	0.0088663	-0.0034275	-0.0071581	0.0092473	0.015017	-0.0058052	0.0021592	-0.00083469	-0.0037907	0.004897	-0.0017977	0.00069497	0.00016562	-0.00021396	
2397.683	109	1	0	0	255	-0.010628	0.01373	0.0089786	-0.0034709	-0.0072244	0.0093328	0.015099	-0.0058369	0.0022398	-0.00086585	-0.0038931	0.0050293	-0.0015493	0.00059892	-1.0747e-05	1.3884e-05	
2397.833	109	1	0	0	255	-0.010575	0.013662	0.0090449	-0.0034966	-0.0073128	0.009447	0.01509	-0.0058334	0.0020843	-0.00080575	-0.0040406	0.0052199	-0.0014142	0.00054669	-0.00015137	0.00019555	
2397.959	109	1	0	0	255	-0.010661	0.013772	0.0090388	-0.0034942	-0.0073655	0.0095151	0.015041	-0.0058144	0.0020535	-0.00079384	-0.0040664	0.0052532	-0.0013915	0.00053791	-0.00016832	0.00021744	
2398.108	109	1	0	0	255	-0.010602	0.013696	0.0090024	-0.0034801	-0.007308	0.0094408	0.014987	-0.0057936	0.0021588	-0.00083453	-0.0040392	0.005218	-0.0015166	0.00058628	-0.00011309	0.00014609	
2398.234	109	1	0	0	255	-0.010561	0.013643	0.0089671	-0.0034665	-0.0072598	0.0093787	0.014972	-0.005788	0.002026	-0.00078321	-0.0039623	0.0051188	-0.0016987	0.0006567	-3.1505e-05	4.07e-05	
2398.434	109	1	0	0	255	-0.010594	0.013686	0.0088971	-0.0034394	-0.0071854	0.0092825	0.014969	-0.0057865	0.0019795	-0.00076521	-0.003877	0.0050085	-0.0018437	0.00071271	4.7616e-05	-6.1513e-05	
2398.584	109	1	0	0	255	-0.010565	0.013648	0.0089512	-0.0034603	-0.0072144	0.0093199	0.014995	-0.0057968	0.002188	-0.00084582	-0.0038828	0.005016	-0.0017057	0.00065938	2.6497e-05	-3.4231e-05	
2398.734	109	1	0	0	255	-0.010576	0.013662	0.0090094	-0.0034828	-0.0073043	0.0094361	0.015037	-0.0058128	0.002141	-0.00082765	-0.0039942	0.00516	-0.0015516	0.00059982	-0.00010414	0.00013453	
2398.859	109	1	0	0	255	-0.010601	0.013695	0.0090249	-0.0034888	-0.0073111	0.0094449	0.015035	-0.0058122	0.0020741	-0.00080182	-0.0040363	0.0052143	-0.0015613	0.00060358	-0.0001346	0.00017388	
2398.984	109	1	0	0	255	-0.010516	0.013585	0.008968	-0.0034668	-0.0072688	0.0093903	0.014973	-0.0057882	0.0018578	-0.00071818	-0.0040187	0.0051916	-0.0015779	0.00060999	-0.00011888	0.00015357	
2399.185	109	1	0	0	255	-0.010543	0.01362	0.0089249	-0.0034502	-0.007258	0.0093763	0.014937	-0.0057743	0.0018424	-0.00071222	-0.0039758	0.0051361	-0.0017234	0.00066622	-7.8758e-05	0.00010174	
2399.335	109	1	0	0	255	-0.010587	0.013677	0.0089144	-0.0034461	-0.0072637	0.0093836	0.01494	-0.0057756	0.001958	-0.00075692	-0.003906	0.0050459	-0.0018996	0.00073434	-8.5999e-06	1.111e-05	
2399.484	109	1	0	0	255	-0.010571	0.013656	0.0089253	-0.0034503	-0.0072106	0.009315	0.01497	-0.0057872	0.0020094	-0.00077679	-0.0038775	0.0050091	-0.0018219	0.00070429	2.9779e-05	-3.8471e-05	
2399.610	109	1	0	0	255	-0.01055	0.013629	0.0089423	-0.0034569	-0.0072611	0.0093803	0.014993	-0.005796	0.0019346	-0.00074786	-0.0039558	0.0051103	-0.001635	0.00063206	-8.9874e-05	0.0001161	
2399.735	109	1	0	0	255	-0.010563	0.013645	0.0089805	-0.0034716	-0.0073111	0.0094449	0.015043	-0.0058152	0.0021034	-0.00081311	-0.004011	0.0051816	-0.0016279	0.0006293	-0.00014964	0.00019331	
2399.960	109	1	0	0	255	-0.010606	0.013702	0.0090534	-0.0034998	-0.0072991	0.0094293	0.014993	-0.0057959	0.0022823	-0.0008823	-0.0040195	0.0051926	-0.0016809	0.00064978	-0.0001253	0.00016187	
2400.085	109	1	0	0	255	-0.010568	0.013653	0.0089801	-0.0034715	-0.0072142	0.0093197	0.01501	-0.0058025	0.0020035	-0.00077449	-0.0039459	0.0050975	-0.001784	0.00068965	-7.8986e-05	0.00010204	
2400.235	109	1	0	0	255	-0.010608	0.013704	0.008879	-0.0034324	-0.0071822	0.0092783	0.015034	-0.0058119	0.0017252	-0.00066692	-0.003868	0.0049969	-0.0019263	0.00074465	-1.7531e-05	2.2648e-05	
2400.360	109	1	0	0	255	-0.010564	0.013648	0.0089056	-0.0034427	-0.0071484	0.0092347	0.015044	-0.0058156	0.0020695	-0.00080003	-0.003836	0.0049556	-0.0018542	0.00071678	2.4479e-05	-3.1623e-05	
2400.484	109	1	0	0	255	-0.010517	0.013586	0.0089791	-0.0034711	-0.0072253	0.009334	0.015074	-0.0058273	0.0022629	-0.00087478	-0.003955	0.0051093	-0.0016587	0.00064121	-0.00011946	0.00015433	
2400.710	109	1	0	0	255	-0.010607	0.013703	0.0090066	-0.0034817	-0.0072785	0.0094028	0.015123	-0.0058462	0.0024206	-0.00093576	-0.0040525	0.0052352	-0.0015762	0.00060934	-0.00022415	0.00028957	
2400.836	109	1	0	0	255	-0.010552	0.013631	0.0090078	-0.0034822	-0.0073033	0.0094348	0.015163	-0.0058618	0.0023776	-0.00091913	-0.0040787	0.005269	-0.0016407	0.00063424	-0.00024501	0.00031652	
2400.984	109	1	0	0	255	-0.010613	0.013711	0.0089835	-0.0034728	-0.0072557	0.0093732	0.0151	-0.0058374	0.0023115	-0.00089358	-0.0040325	0.0052094	-0.0017317	0.00066943	-0.00016896	0.00021827	
2401.109	109	1	0	0	255	-0.010629	0.013731	0.0089672	-0.0034665	-0.0071969	0.0092974	0.015018	-0.0058057	0.0022114	-0.00085489	-0.0039724	0.0051318	-0.0018332	0.00070868	-9.4312e-05	0.00012184	
2401.310	109	1	0	0	255	-0.010594	0.013686	0.0089046	-0.0034423	-0.0071593	0.0092488	0.015019	-0.0058058	0.0021211	-0.00081997	-0.0038796	0.0050119	-0.0019455	0.00075208	-1.4564e-05	1.8815e-05	
2401.461	109	1	0	0	255	-0.010624	0.013724	0.0089373	-0.003455	-0.0072479	0.0093632	0.015075	-0.0058277	0.0020268	-0.00078351	-0.0039155	0.0050583	-0.0017754	0.00068635	-0.00011182	0.00014446	
2401.585	109	1	0	0	255	-0.010594	0.013686	0.0090766	-0.0035088	-0.0073109	0.0094447	0.015071	-0.0058262	0.0020871	-0.00080683	-0.0040268	0.0052021	-0.0015823	0.00061169	-0.0002294	0.00029635	
2401.735	109	1	0	0	255	-0.010643	0.013749	0.0090672	-0.0035051	-0.0073153	0.0094503	0.015078	-0.0058289	0.0022645	-0.00087541	-0.0040773	0.0052672	-0.001525	0.00058953	-0.00025629	0.00033109	
2401.860	109	1	0	0	255	-0.01063	0.013732	0.0090174	-0.0034859	-0.0073119	0.0094458	0.015226	-0.0058862	0.0021491	-0.00083079	-0.0040539	0.005237	-0.0015821	0.00061161	-0.00024132	0.00031175	
2402.060	109	1	0	0	255	-0.010594	0.013686	0.0090191	-0.0034866	-0.007327	0.0094654	0.015142	-0.0058536	0.0020737	-0.00080166	-0.0040037	0.0051722	-0.0016865	0.00065194	-0.00017808	0.00023006	
2402.210	109	1	0	0	255	-0.010655	0.013765	0.0089425	-0.003457	-0.0072266	0.0093357	0.015098	-0.0058366	0.0021361	-0.00082577	-0.0039325	0.0050802	-0.0017468	0.00067528	-8.1435e-05	0.0001052	
2402.336	109	1	0	0	255	-0.010589	0.013679	0.0089232	-0.0034495	-0.0071948	0.0092946	0.015127	-0.0058476	0.0022025	-0.00085144	-0.0038679	0.0049968	-0.0018301	0.00070749	-1.338e-05	1.7285e-05	
2402.485	109	1	0	0	255	-0.010556	0.013637	0.0089883	-0.0034747	-0.007307	0.0094396	0.01521	-0.0058797	0.0022139	-0.00085583	-0.0039676	0.0051255	-0.001686	0.00065178	-0.00013965	0.00018041	
2402.611	109	1	0	0	255	-0.010653	0.013762	0.0089615	-0.0034643	-0.0073028	0.0094341	0.015232	-0.0058885	0.0023144	-0.00089468	-0.0040275	0.0052029	-0.0015722	0.00060778	-0.00021631	0.00027945	
2402.811	109	1	0	0	255	-0.01073	0.013861	0.0089626	-0.0034647	-0.00726	0.0093789	0.015206	-0.0058784	0.0024405	-0.00094343	-0.0040589	0.0052436	-0.0015633	0.00060435	-0.00022216	0.00028699	
2402.961	109	1	0	0	255	-0.01077	0.013913	0.0089742	-0.0034692	-0.0072635	0.0093833	0.015114	-0.0058426	0.0022625	-0.00087465	-0.0040327	0.0052097	-0.0016772	0.00064836	-0.00016454	0.00021256	
2403.086	109	1	0	0	255	-0.010714	0.013841	0.0089574	-0.0034627	-0.0072378	0.0093502	0.015137	-0.0058517	0.0020119	-0.00077773	-0.0039402	0.0050902	-0.001766	0.0006827	-0.00011873	0.00015339	
2403.236	109	1	0	0	255	-0.010605	0.013699	0.0089432	-0.0034572	-0.007253	0.0093698	0.015144	-0.0058543	0.0019176	-0.00074129	-0.0038621	0.0049893	-0.0017783	0.00068744	-1.8912e-05	2.4431e-05	
2403.361	109	1	0	0	255	-0.010604	0.013699	0.008966	-0.0034661	-0.0072784	0.0094027	0.015176	-0.0058665	0.0018731	-0.00072409	-0.0039268	0.0050729	-0.0015862	0.0006132	-0.00012657	0.00016352	
2403.560	109	1	0	0	255	-0.010649	0.013757	0.0089964	-0.0034778	-0.0072581	0.0093764	0.015226	-0.0058862	0.0020256	-0.00078306	-0.0040203	0.0051936	-0.0014728	0.00056935	-0.00024607	0.00031789	
2403.711	110	1	0	0	255	-0.010662	0.013773	0.0089829	-0.0034726	-0.007255	0.0093724	0.015228	-0.0058867	0.0020584	-0.00079572	-0.0040487	0.0052303	-0.0014348	0.00055465	-0.00021122	0.00027286	
2403.837	110	1	0	0	255	-0.010666	0.013779	0.0089949	-0.0034772	-0.0072794	0.0094039	0.015149	-0.0058563	0.0019556	-0.00075599	-0.0040161	0.0051882	-0.0015065	0.00058239	-0.00014652	0.00018929	
2403.986	110	1	0	0	255	-0.010593	0.013685	0.0089236	-0.0034497	-0.0072553	0.0093728	0.01519	-0.0058721	0.0017967	-0.00069456	-0.0039651	0.0051224	-0.0015787	0.00061027	-7.9577e-05	0.0001028	
2404.112	110	1	0	0	255	-0.010613	0.013711	0.0088892	-0.0034363	-0.0071562	0.0092447	0.015187	-0.0058709	0.0020771	-0.00080298	-0.003887	0.0050214	-0.0016699	0.00064556	9.974e-06	-1.2885e-05	
2404.311	110	1	0	0	255	-0.010671	0.013785	0.0089541	-0.0034614	-0.0072066	0.0093099	0.01512	-0.0058449	0.0022799	-0.00088136	-0.0039678	0.0051258	-0.0014141	0.00054667	-0.00013044	0.00016851	
2404.462	110	1	0	0	255	-0.01065	0.013758	0.0089592	-0.0034634	-0.0072891	0.0094165	0.015213	-0.0058809	0.0020677	-0.00079934	-0.0040696	0.0052573	-0.0012609	0.00048743	-0.00024808	0.00032049	
2404.586	110	1	0	0	255	-0.010657	0.013768	0.0090079	-0.0034822	-0.0072728	0.0093953	0.015268	-0.0059021	0.0022874	-0.00088424	-0.0040875	0.0052804	-0.0012408	0.00047965	-0.00028687	0.00037059	
2404.737	110	1	0	0	255	-0.010694	0.013815	0.0090077	-0.0034821	-0.0072672	0.0093882	0.015255	-0.0058974	0.0022824	-0.00088231	-0.0040865	0.0052792	-0.0012937	0.0005001	-0.00027132	0.00035051	
2404.861	110	1	0	0	255	-0.010625	0.013726	0.0089587	-0.0034632	-0.0072371	0.0093493	0.015304	-0.0059161	0.0022694	-0.00087729	-0.0040252	0.0051999	-0.0013478	0.00052102	-0.00017564	0.0002269	
2405.061	110	1	0	0	255	-0.010593	0.013684	0.0089218	-0.0034489	-0.0072208	0.0093282	0.015202	-0.0058768	0.001999	-0.00077277	-0.0039758	0.0051361	-0.0014224	0.00054987	-9.5521e-05	0.0001234	
2405.211	110	1	0	0	255	-0.010645	0.013752	0.0088902	-0.0034367	-0.0072169	0.0093231	0.015165	-0.0058626	0.0019127	-0.00073941	-0.0039336	0.0050816	-0.0013348	0.00051602	-0.00012023	0.00015531	
2405.336	110	1	0	0	255	-0.010682	0.0138	0.0089942	-0.0034769	-0.0072233	0.0093314	0.015299	-0.0059144	0.0023783	-0.00091938	-0.0040278	0.0052033	-0.0011338	0.00043832	-0.00026635	0.00034409	
2405.485	110	1	0	0	255	-0.010657	0.013767	0.0090008	-0.0034795	-0.0072923	0.0094205	0.015282	-0.0059078	0.0023858	-0.00092228	-0.0041345	0.0053411	-0.0010361	0.00040051	-0.00033661	0.00043486	
2405.611	110	1	0	0	255	-0.010652	0.01376	0.0089963	-0.0034778	-0.0073253	0.0094632	0.015282	-0.0059077	0.0023796	-0.00091991	-0.0041193	0.0053215	-0.0010483	0.00040525	-0.00030712	0.00039675	
2405.836	110	1	0	0	255	-0.010625	0.013726	0.0089693	-0.0034673	-0.0072724	0.0093949	0.015267	-0.0059019	0.0026162	-0.0010114	-0.0040803	0.0052711	-0.0011342	0.00043846	-0.00026864	0.00034705	
2405.961	110	1	0	0	255	-0.010618	0.013717	0.0088909	-0.003437	-0.0072064	0.0093096	0.015294	-0.0059123	0.0026913	-0.0010404	-0.0040168	0.0051891	-0.0012922	0.00049953	-0.00019458	0.00025137	
2406.085	110	1	0	0	255	-0.010584	0.013672	0.0088094	-0.0034055	-0.007217	0.0093233	0.015193	-0.0058732	0.0026584	-0.0010277	-0.0039581	0.0051133	-0.0014165	0.00054757	-0.00010878	0.00014052	
2406.236	110	1	0	0	255	-0.010611	0.013707	0.0089137	-0.0034458	-0.0072257	0.0093345	0.015192	-0.0058727	0.0024405	-0.00094345	-0.0040129	0.0051841	-0.0011862	0.00045855	-0.00020548	0.00026545	
2406.362	110	1	0	0	255	-0.010623	0.013724	0.0089946	-0.0034771	-0.0072767	0.0094004	0.015243	-0.0058927	0.002555	-0.00098769	-0.0041037	0.0053014	-0.0010882	0.00042068	-0.00032098	0.00041465	
2406.585	110	1	0	0	255	-0.010598	0.01369	0.0089774	-0.0034705	-0.007289	0.0094163	0.015264	-0.0059007	0.0026856	-0.0010382	-0.0041614	0.0053759	-0.0010781	0.00041678	-0.0003461	0.00044711	
2406.712	110	1	0	0	255	-0.010596	0.013688	0.0089651	-0.0034657	-0.0073175	0.0094531	0.015308	-0.0059178	0.002904	-0.0011226	-0.0041404	0.0053488	-0.0011474	0.00044355	-0.0003103	0.00040086	
2406.836	110	1	0	0	255	-0.010611	0.013707	0.0089431	-0.0034572	-0.0072794	0.0094039	0.01522	-0.0058839	0.0027881	-0.0010778	-0.004075	0.0052643	-0.0012588	0.00048664	-0.00024083	0.00031112	
2406.987	110	1	0	0	255	-0.010579	0.013667	0.0089084	-0.0034438	-0.0072108	0.0093152	0.015079	-0.0058292	0.0026856	-0.0010382	-0.0039964	0.0051628	-0.0014106	0.00054532	-0.00018884	0.00024395	
2407.111	110	1	0	0	255	-0.010577	0.013664	0.0089039	-0.003442	-0.0072381	0.0093505	0.015253	-0.0058964	0.0024264	-0.00093798	-0.0040399	0.005219	-0.0012426	0.00048035	-0.00024816	0.00032059	
2407.337	110	1	0	0	255	-0.010647	0.013754	0.0088945	-0.0034384	-0.0073533	0.0094993	0.015306	-0.0059171	0.0023541	-0.00091004	-0.0041403	0.0053487	-0.0010988	0.00042478	-0.00034274	0.00044277	
2407.461	110	1	0	0	255	-0.010631	0.013734	0.0089601	-0.0034638	-0.0073776	0.0095308	0.015185	-0.0058701	0.002464	-0.00095253	-0.0041886	0.005411	-0.0010933	0.00042264	-0.00039029	0.0005042	
