time	group	step	mark	flag	DigAux	A1 HbO	A1 Hb	A2 HbO	A2 Hb	A3 HbO	A3 Hb	A4 HbO	A4 Hb	B1 HbO	B1 Hb	B2 HbO	B2 Hb	B3 HbO	B3 Hb	B4 HbO	B4 Hb	

1582.695	1	1	0	131584	255	-0.0027905	0.0036049	-0.0018238	0.00070505	-0.00046656	0.00060273	-0.0018495	0.00071496	-0.0065634	0.0025373	0.0023344	-0.0030157	-0.0046796	0.001809	0.003138	-0.0040539	
1582.894	1	1	0	131072	255	-0.0027614	0.0035673	-0.0017906	0.00069221	-0.00053484	0.00069094	-0.0017409	0.00067298	-0.0066154	0.0025574	0.0022095	-0.0028544	-0.0046707	0.0018056	0.0028498	-0.0036815	
1583.019	1	1	0	131072	255	-0.0027831	0.0035954	-0.0018303	0.00070755	-0.0005122	0.00066168	-0.0018414	0.00071186	-0.0062515	0.0024167	0.0022619	-0.002922	-0.0046328	0.0017909	0.0029908	-0.0038637	
1583.169	1	1	0	131072	255	-0.0027924	0.0036073	-0.0018516	0.00071577	-0.00052194	0.00067427	-0.0018336	0.00070883	-0.0060553	0.0023408	0.0022165	-0.0028634	-0.0046302	0.0017899	0.0029186	-0.0037704	
1583.296	1	1	0	131072	255	-0.00281	0.0036301	-0.0018003	0.00069595	-0.000529	0.00068339	-0.0018011	0.00069625	-0.00624	0.0024122	0.0022661	-0.0029274	-0.0046326	0.0017909	0.0030195	-0.0039008	
1583.443	1	1	0	131072	255	-0.0028598	0.0036944	-0.0018661	0.0007214	-0.00051527	0.00066566	-0.0018581	0.00071831	-0.0064087	0.0024775	0.0023293	-0.0030091	-0.0046425	0.0017947	0.0031195	-0.00403	
1583.644	1	1	0	131072	255	-0.0028249	0.0036493	-0.0018918	0.00073134	-0.00050855	0.00065697	-0.0018513	0.00071567	-0.0062326	0.0024094	0.0023063	-0.0029795	-0.0045846	0.0017723	0.003058	-0.0039505	
1583.769	1	1	0	131072	255	-0.0028269	0.0036519	-0.0018225	0.00070453	-0.00055411	0.00071583	-0.0017425	0.00067362	-0.0061117	0.0023627	0.0022205	-0.0028685	-0.0045448	0.0017569	0.0029307	-0.003786	
1583.919	1	1	0	131072	255	-0.0028347	0.003662	-0.001775	0.00068617	-0.00056618	0.00073143	-0.0016949	0.00065522	-0.006034	0.0023326	0.0022229	-0.0028716	-0.0045068	0.0017422	0.0029293	-0.0037842	
1584.044	1	1	0	131072	255	-0.0028462	0.0036768	-0.0018051	0.00069779	-0.00052105	0.00067312	-0.001747	0.00067535	-0.0060959	0.0023565	0.0022221	-0.0028707	-0.0044837	0.0017333	0.0029882	-0.0038603	
1584.194	1	1	0	131072	255	-0.0028731	0.0037116	-0.0018209	0.00070393	-0.00048726	0.00062947	-0.001839	0.0007109	-0.0062933	0.0024328	0.0022528	-0.0029103	-0.0045198	0.0017473	0.0030959	-0.0039995	
1584.395	1	1	0	131072	255	-0.0028112	0.0036316	-0.0018907	0.00073088	-0.00046247	0.00059745	-0.001822	0.00070436	-0.0063447	0.0024527	0.0023321	-0.0030128	-0.004618	0.0017852	0.0032136	-0.0041515	
1584.520	1	1	0	131072	255	-0.0027452	0.0035464	-0.0018854	0.00072886	-0.00051275	0.0006624	-0.0017464	0.00067511	-0.0062867	0.0024303	0.0022552	-0.0029133	-0.0044733	0.0017293	0.0030477	-0.0039372	
1584.670	1	1	0	131072	255	-0.0027752	0.0035851	-0.0017673	0.00068321	-0.0005475	0.0007073	-0.0017385	0.00067206	-0.0056821	0.0021966	0.0021677	-0.0028003	-0.0043788	0.0016927	0.0028911	-0.0037349	
1584.819	1	1	0	131072	255	-0.0028162	0.0036381	-0.0017969	0.00069464	-0.00057743	0.00074595	-0.0016895	0.0006531	-0.0056472	0.0021831	0.0021562	-0.0027855	-0.0043418	0.0016784	0.0028802	-0.0037208	
1584.945	1	1	0	131072	255	-0.0028233	0.0036473	-0.0018338	0.0007089	-0.0005512	0.00071206	-0.0016659	0.00064399	-0.0061926	0.0023939	0.0021663	-0.0027986	-0.0043705	0.0016895	0.0029132	-0.0037634	
1585.144	1	1	0	131072	255	-0.0028218	0.0036454	-0.0018096	0.00069955	-0.00051185	0.00066124	-0.001738	0.00067187	-0.0060466	0.0023375	0.0022021	-0.0028448	-0.0044166	0.0017073	0.0029962	-0.0038706	
1585.269	1	1	0	131072	255	-0.002821	0.0036444	-0.0017805	0.00068831	-0.00052741	0.00068134	-0.0016867	0.00065203	-0.0057794	0.0022342	0.0021583	-0.0027882	-0.0043414	0.0016783	0.0029257	-0.0037796	
1585.419	1	1	0	131072	255	-0.0028376	0.0036658	-0.0017582	0.00067969	-0.00055322	0.00071468	-0.0016065	0.00062103	-0.005736	0.0022174	0.0020849	-0.0026934	-0.0042572	0.0016457	0.0028285	-0.003654	
1585.570	1	1	0	131072	255	-0.0028427	0.0036723	-0.0017489	0.00067609	-0.00057538	0.00074331	-0.0016246	0.00062805	-0.0059435	0.0022976	0.0020613	-0.0026628	-0.0042447	0.0016409	0.0028018	-0.0036195	
1585.694	1	1	0	131072	255	-0.0028459	0.0036765	-0.0017275	0.0006678	-0.00057797	0.00074666	-0.0016062	0.00062093	-0.0061357	0.0023719	0.002078	-0.0026845	-0.0042509	0.0016433	0.0028147	-0.0036361	
1585.894	1	1	0	131072	255	-0.0028748	0.0037138	-0.0017409	0.00067298	-0.00053984	0.00069739	-0.0016505	0.00063803	-0.0063014	0.002436	0.0021276	-0.0027486	-0.004265	0.0016487	0.0029013	-0.003748	
1586.046	1	1	0	131072	255	-0.0028336	0.0036606	-0.0017258	0.00066715	-0.00055114	0.00071199	-0.0015758	0.00060915	-0.0062153	0.0024027	0.0021236	-0.0027434	-0.0042179	0.0016306	0.0028835	-0.0037251	
1586.170	1	1	0	131072	255	-0.0028071	0.0036264	-0.0016825	0.0006504	-0.00056289	0.00072717	-0.0015547	0.000601	-0.0059678	0.002307	0.0020235	-0.0026141	-0.0041736	0.0016134	0.0027318	-0.0035291	
1586.321	1	1	0	131072	255	-0.0028509	0.003683	-0.0016683	0.00064493	-0.00056956	0.00073579	-0.0016054	0.00062059	-0.0062441	0.0024138	0.0019884	-0.0025687	-0.0041595	0.001608	0.0026697	-0.0034488	
1586.445	1	1	0	131072	255	-0.0028827	0.003724	-0.0016781	0.00064873	-0.00056453	0.00072929	-0.0015887	0.00061417	-0.0062342	0.00241	0.001983	-0.0025617	-0.0042128	0.0016286	0.0027116	-0.003503	
1586.645	1	1	0	131072	255	-0.0028985	0.0037444	-0.0016979	0.00065637	-0.00055441	0.00071621	-0.0016072	0.00062131	-0.0063809	0.0024667	0.002003	-0.0025875	-0.0043153	0.0016682	0.0027607	-0.0035664	
1586.795	1	1	0	131072	255	-0.0028322	0.0036588	-0.0017459	0.00067491	-0.00054546	0.00070466	-0.0015621	0.00060386	-0.0067109	0.0025943	0.002044	-0.0026406	-0.0042714	0.0016512	0.0028377	-0.0036659	
1586.920	1	1	0	131072	255	-0.002887	0.0037295	-0.0016668	0.00064434	-0.00058511	0.00075588	-0.0014838	0.00057361	-0.0060266	0.0023297	0.0019282	-0.002491	-0.0041526	0.0016053	0.0026293	-0.0033966	
1587.070	1	1	0	131072	255	-0.002877	0.0037166	-0.0016536	0.00063923	-0.00062567	0.00080827	-0.0014652	0.00056642	-0.0060508	0.0023391	0.0018655	-0.0024099	-0.0041103	0.0015889	0.0024961	-0.0032246	
1587.195	1	1	0	131072	255	-0.0028559	0.0036894	-0.0016254	0.00062835	-0.00062166	0.00080309	-0.0014229	0.00055007	-0.0062037	0.0023982	0.0018465	-0.0023854	-0.0040659	0.0015718	0.0024695	-0.0031902	
1587.395	1	1	0	131072	255	-0.0029017	0.0037485	-0.0016023	0.0006194	-0.00063178	0.00081617	-0.0013983	0.00054056	-0.0060046	0.0023212	0.0018384	-0.0023749	-0.0040823	0.0015781	0.0025369	-0.0032774	
1587.546	1	1	0	131072	255	-0.002877	0.0037167	-0.001686	0.00065176	-0.0006261	0.00080883	-0.0015142	0.00058534	-0.0061132	0.0023632	0.0018909	-0.0024427	-0.0041048	0.0015868	0.0026323	-0.0034006	
1587.671	1	1	0	131072	255	-0.0027815	0.0035933	-0.0017585	0.00067978	-0.00059477	0.00076836	-0.0015622	0.0006039	-0.0060982	0.0023574	0.001971	-0.0025462	-0.0041495	0.0016041	0.0027438	-0.0035446	
1587.821	1	1	0	131072	255	-0.0028525	0.003685	-0.0017216	0.00066553	-0.00063138	0.00081564	-0.0014812	0.00057259	-0.0060321	0.0023319	0.0018984	-0.0024524	-0.0040182	0.0015533	0.0025487	-0.0032926	
1587.946	1	1	0	131072	255	-0.0028775	0.0037173	-0.0016748	0.00064745	-0.00066242	0.00085575	-0.0013645	0.00052749	-0.0062087	0.0024001	0.0017706	-0.0022873	-0.0039784	0.001538	0.0024081	-0.0031109	
1588.146	1	1	0	131072	255	-0.0029119	0.0037618	-0.0016315	0.00063071	-0.00068282	0.0008821	-0.0013491	0.00052151	-0.0063095	0.0024391	0.0017218	-0.0022243	-0.0039291	0.0015189	0.0023741	-0.003067	
1588.296	1	1	0	131072	255	-0.0029147	0.0037654	-0.001602	0.00061931	-0.00068121	0.00088002	-0.0013991	0.00054088	-0.0061407	0.0023738	0.0017176	-0.0022189	-0.003976	0.001537	0.0023947	-0.0030936	
1588.420	1	1	0	131072	255	-0.0028839	0.0037255	-0.001624	0.0006278	-0.00063224	0.00081676	-0.0014578	0.00056355	-0.0062624	0.0024209	0.0017519	-0.0022632	-0.0040462	0.0015642	0.0024888	-0.0032152	
1588.571	1	1	0	131072	255	-0.0028579	0.003692	-0.0017031	0.00065838	-0.00059511	0.0007688	-0.0015396	0.00059517	-0.006386	0.0024687	0.0018167	-0.0023469	-0.0040907	0.0015814	0.0026132	-0.0033758	
1588.695	1	1	0	131072	255	-0.0028295	0.0036553	-0.0017627	0.00068141	-0.00058867	0.00076047	-0.0015613	0.00060355	-0.0064203	0.0024819	0.0018886	-0.0024398	-0.0041069	0.0015876	0.0026929	-0.0034788	
1588.895	1	1	0	131072	255	-0.0028189	0.0036416	-0.0016978	0.00065631	-0.00058515	0.00075592	-0.0014977	0.00057899	-0.006374	0.002464	0.0018765	-0.0024241	-0.0040547	0.0015675	0.0025744	-0.0033258	
1589.045	1	1	0	131072	255	-0.0028454	0.0036759	-0.0016729	0.0006467	-0.00061264	0.00079144	-0.001478	0.00057137	-0.006374	0.002464	0.00175	-0.0022608	-0.0040184	0.0015534	0.0023709	-0.0030628	
1589.171	1	1	0	131072	255	-0.0027823	0.0035943	-0.0017271	0.00066768	-0.00060209	0.00077781	-0.001466	0.00056671	-0.0066007	0.0025517	0.001708	-0.0022065	-0.0040369	0.0015606	0.002313	-0.0029881	
1589.322	1	1	0	131072	255	-0.0027467	0.0035483	-0.0017392	0.00067232	-0.00059889	0.00077368	-0.00143	0.00055279	-0.0065016	0.0025134	0.0017176	-0.0022189	-0.0040361	0.0015603	0.0023236	-0.0030017	
1589.446	1	1	0	131072	255	-0.0028129	0.0036338	-0.0017547	0.00067832	-0.00062681	0.00080975	-0.001401	0.0005416	-0.0065711	0.0025402	0.0017695	-0.0022859	-0.004034	0.0015595	0.0023853	-0.0030814	
1589.672	1	1	0	131072	255	-0.0028468	0.0036776	-0.0017404	0.0006728	-0.00064515	0.00083343	-0.0014794	0.00057188	-0.0063005	0.0024356	0.0018143	-0.0023438	-0.0040356	0.0015601	0.0024737	-0.0031957	
1589.796	1	1	0	131072	255	-0.002838	0.0036663	-0.0017582	0.00067968	-0.00060793	0.00078536	-0.0015466	0.00059787	-0.00615	0.0023774	0.0018882	-0.0024392	-0.0041114	0.0015894	0.0025763	-0.0033282	
1589.921	1	1	0	131072	255	-0.0028943	0.003739	-0.0017797	0.00068801	-0.00061186	0.00079044	-0.0014721	0.00056907	-0.0060835	0.0023517	0.0019055	-0.0024616	-0.0041188	0.0015922	0.0025773	-0.0033295	
1590.071	1	1	0	131072	255	-0.00288	0.0037206	-0.0017649	0.00068226	-0.00065759	0.00084951	-0.0014107	0.00054533	-0.0062041	0.0023983	0.0017928	-0.002316	-0.0039572	0.0015298	0.0023798	-0.0030744	
1590.196	2	1	0	131072	255	-0.0028876	0.0037304	-0.001742	0.00067343	-0.00067606	0.00087337	-0.0013935	0.0005387	-0.0062983	0.0024348	0.0017463	-0.002256	-0.0039674	0.0015337	0.0022796	-0.0029449	
1590.397	2	1	0	131072	255	-0.0029366	0.0037936	-0.0017352	0.00067077	-0.00070314	0.00090836	-0.0013906	0.00053756	-0.0061136	0.0023634	0.001744	-0.002253	-0.0039507	0.0015273	0.0023171	-0.0029933	
1590.547	2	1	0	131072	255	-0.0029453	0.0038049	-0.0017169	0.0006637	-0.00070487	0.00091059	-0.0014695	0.00056807	-0.0061515	0.002378	0.0017888	-0.0023109	-0.0039383	0.0015224	0.0023883	-0.0030853	
1590.672	2	1	0	131072	255	-0.0029491	0.0038098	-0.0017715	0.0006848	-0.00066578	0.00086008	-0.0015191	0.00058723	-0.006206	0.0023991	0.0018277	-0.0023611	-0.0039936	0.0015438	0.0024579	-0.0031752	
1590.822	2	1	0	131072	255	-0.0029587	0.0038222	-0.0018194	0.00070333	-0.00061906	0.00079974	-0.0015245	0.00058935	-0.0063049	0.0024373	0.0018906	-0.0024424	-0.0040944	0.0015828	0.0025731	-0.0033241	
1590.945	2	1	0	131072	255	-0.0029511	0.0038124	-0.0018918	0.00073133	-0.00061697	0.00079703	-0.0015156	0.0005859	-0.0066072	0.0025542	0.0019407	-0.0025071	-0.0041053	0.001587	0.0026596	-0.0034358	
1591.172	2	1	0	131072	255	-0.0028763	0.0037158	-0.0017913	0.00069247	-0.0006335	0.00081839	-0.0014719	0.00056899	-0.0064908	0.0025092	0.0018535	-0.0023945	-0.0039888	0.001542	0.0024348	-0.0031454	
1591.297	2	1	0	131072	255	-0.0029337	0.0037899	-0.0017382	0.00067196	-0.00067016	0.00086575	-0.0014802	0.00057221	-0.0065429	0.0025293	0.0017882	-0.0023101	-0.0039754	0.0015368	0.0022987	-0.0029696	
1591.421	2	1	0	131072	255	-0.0029318	0.0037875	-0.0017437	0.00067409	-0.00068268	0.00088192	-0.0014829	0.00057325	-0.0066447	0.0025687	0.0017828	-0.0023032	-0.0040002	0.0015464	0.0022807	-0.0029463	
1591.572	2	1	0	131072	255	-0.0029684	0.0038348	-0.0017878	0.00069112	-0.00070793	0.00091454	-0.0014778	0.00057129	-0.006583	0.0025448	0.001816	-0.002346	-0.0040307	0.0015582	0.0023829	-0.0030783	
1591.696	2	1	0	131072	255	-0.0029547	0.0038171	-0.0018144	0.0007014	-0.00068803	0.00088883	-0.0014847	0.00057397	-0.006384	0.0024679	0.0018617	-0.002405	-0.004089	0.0015807	0.0024968	-0.0032255	
1591.922	2	1	0	131072	255	-0.0029363	0.0037932	-0.001816	0.00070204	-0.00063415	0.00081923	-0.0015751	0.00060889	-0.0067765	0.0026196	0.0019252	-0.0024871	-0.0041783	0.0016152	0.0026035	-0.0033633	
1592.046	2	1	0	131072	255	-0.0029051	0.0037529	-0.0018596	0.00071886	-0.00059428	0.00076772	-0.0015493	0.00059894	-0.0067475	0.0026084	0.0020015	-0.0025857	-0.0041978	0.0016228	0.0026946	-0.003481	
1592.172	2	1	0	131072	255	-0.0028706	0.0037084	-0.0018882	0.00072994	-0.00064911	0.00083856	-0.0015389	0.0005949	-0.0065132	0.0025179	0.0019347	-0.0024994	-0.0040559	0.0015679	0.0025267	-0.0032641	
1592.323	2	1	0	131072	255	-0.0028388	0.0036673	-0.0018534	0.00071646	-0.00065147	0.0008416	-0.0015563	0.00060162	-0.006428	0.0024849	0.0018863	-0.0024369	-0.0040216	0.0015546	0.00243	-0.0031392	
1592.522	2	1	0	131072	255	-0.0028539	0.0036868	-0.0018127	0.00070076	-0.00064357	0.0008314	-0.0014953	0.00057803	-0.0067666	0.0026158	0.0018763	-0.0024239	-0.0040952	0.0015831	0.0024127	-0.0031169	
1592.673	2	1	0	131072	255	-0.0028927	0.0037369	-0.0018589	0.00071862	-0.00059361	0.00076686	-0.0014936	0.00057737	-0.0067837	0.0026224	0.0018915	-0.0024436	-0.0041378	0.0015996	0.002471	-0.0031922	
1592.797	2	1	0	131072	255	-0.0028547	0.0036878	-0.0019349	0.00074799	-0.0005672	0.00073274	-0.0015391	0.00059498	-0.0071339	0.0027578	0.0019345	-0.0024992	-0.0041492	0.001604	0.002567	-0.0033162	
1592.922	2	1	0	131072	255	-0.003016	0.0038962	-0.0017228	0.000666	-0.00070348	0.0009088	-0.0011606	0.00044867	-0.0073178	0.0028289	0.0019874	-0.0025674	-0.0041897	0.0016196	0.0026455	-0.0034176	
1593.072	2	1	0	131072	255	-0.0036256	0.0046838	-0.0014401	0.00055669	-0.00099063	0.0012797	-0.00069795	0.00026981	-0.0065842	0.0025453	0.0019155	-0.0024746	-0.0041026	0.001586	0.0025384	-0.0032792	
1593.272	2	1	0	131072	255	-0.0041356	0.0053426	-0.0012645	0.00048884	-0.0012294	0.0015882	-0.00050559	0.00019545	-0.0056771	0.0021946	0.0018282	-0.0023618	-0.0040648	0.0015714	0.0024055	-0.0031076	
1593.422	2	1	0	131072	255	-0.0041564	0.0053695	-0.0012811	0.00049524	-0.0012105	0.0015638	-0.0006211	0.0002401	-0.0052616	0.002034	0.0018343	-0.0023696	-0.0040853	0.0015793	0.0024084	-0.0031113	
1593.548	2	1	0	131072	255	-0.0039704	0.0051292	-0.0014333	0.00055407	-0.0010949	0.0014145	-0.00091903	0.00035527	-0.0047026	0.0018179	0.0018765	-0.0024242	-0.0040941	0.0015827	0.002479	-0.0032025	
1593.673	2	1	0	131072	255	-0.0036591	0.004727	-0.0016253	0.0006283	-0.00089066	0.0011506	-0.0011913	0.00046054	-0.0046963	0.0018155	0.0019372	-0.0025026	-0.0042298	0.0016351	0.0026306	-0.0033983	
1593.823	2	1	0	131072	255	-0.0033317	0.0043041	-0.0017494	0.00067627	-0.00073516	0.00094971	-0.0014027	0.00054226	-0.0050338	0.001946	0.0019974	-0.0025804	-0.0043341	0.0016755	0.0027612	-0.0035671	
1594.021	2	1	0	131072	255	-0.0031889	0.0041196	-0.0017093	0.00066077	-0.00069657	0.00089986	-0.001446	0.00055897	-0.0050506	0.0019524	0.0020133	-0.0026008	-0.0043475	0.0016806	0.0027735	-0.0035829	
1594.173	2	1	0	131072	255	-0.003352	0.0043303	-0.0016224	0.0006272	-0.0008006	0.0010343	-0.0012251	0.00047361	-0.0048556	0.0018771	0.0019508	-0.0025202	-0.0042592	0.0016465	0.0026259	-0.0033922	
1594.298	2	1	0	131072	255	-0.0037946	0.0049021	-0.0014289	0.00055238	-0.0010521	0.0013592	-0.00085119	0.00032905	-0.0044716	0.0017286	0.0019209	-0.0024815	-0.0042132	0.0016287	0.0025544	-0.0032999	
1594.422	2	1	0	131072	255	-0.0040143	0.0051859	-0.0014878	0.00057515	-0.0010846	0.0014011	-0.00090222	0.00034878	-0.0067208	0.0025981	0.0019203	-0.0024808	-0.0045654	0.0017649	0.0027076	-0.0034979	
1594.573	2	1	0	131072	255	-0.0036649	0.0047345	-0.0016698	0.00064549	-0.00088579	0.0011443	-0.0008683	0.00033566	-0.0062615	0.0024206	0.0019755	-0.0025521	-0.0047347	0.0018303	0.0027119	-0.0035034	
1594.772	2	1	0	131072	255	-0.0031776	0.004105	-0.0020119	0.00077774	-0.00065972	0.00085226	-0.001	0.00038658	-0.0045678	0.0017658	0.0022068	-0.0028508	-0.0049044	0.0018959	0.0026144	-0.0033774	
1594.923	2	1	0	131072	255	-0.0025665	0.0033156	-0.0025927	0.0010023	-0.00031794	0.00041073	-0.0015449	0.00059722	-0.0069968	0.0027048	0.0024346	-0.0031451	-0.0052876	0.002044	0.0028503	-0.0036821	
1595.047	2	1	0	196608	255	-0.0015077	0.0019478	-0.0034748	0.0013433	0.0003212	-0.00041494	-0.0030715	0.0011874	-0.017668	0.00683	0.0025837	-0.0033378	-0.0062449	0.0024141	0.0033557	-0.0043351	
1595.172	2	1	0	196608	255	0.00070934	-0.00091636	-0.0057238	0.0022127	0.0018836	-0.0024333	-0.0068129	0.0026337	-0.048542	0.018765	0.0033101	-0.0042762	-0.009197	0.0035554	0.0052859	-0.0068286	
1595.324	2	1	0	196608	255	0.0037167	-0.0048015	-0.008051	0.0031123	0.0039122	-0.005054	-0.0099511	0.0038469	-0.07829	0.030265	0.0045704	-0.0059043	-0.011512	0.0044502	0.0077719	-0.01004	
1595.523	2	1	0	196608	255	0.0049675	-0.0064173	-0.0086659	0.00335	0.0046324	-0.0059843	-0.010553	0.0040794	-0.08153	0.031518	0.0049247	-0.006362	-0.011561	0.0044691	0.0081942	-0.010586	
1595.674	2	1	0	196608	255	0.0045449	-0.0058713	-0.0077019	0.0029774	0.0041802	-0.0054002	-0.0091418	0.003534	-0.070552	0.027274	0.0044446	-0.0057417	-0.010439	0.0040355	0.0073382	-0.0094798	
1595.798	2	1	0	131072	255	0.0027952	-0.0036109	-0.0056362	0.0021788	0.0027766	-0.0035869	-0.0063714	0.002463	-0.051936	0.020077	0.0036198	-0.0046762	-0.0085042	0.0032875	0.0059392	-0.0076725	
1595.948	2	1	0	131072	255	0.001607	-0.002076	-0.0046608	0.0018018	0.0019989	-0.0025823	-0.0052242	0.0020196	-0.042882	0.016577	0.0031771	-0.0041043	-0.0076529	0.0029584	0.0052697	-0.0068077	
1596.073	2	1	0	131072	255	0.0011428	-0.0014763	-0.0042237	0.0016328	0.0016569	-0.0021405	-0.0046558	0.0017998	-0.040185	0.015535	0.0029449	-0.0038044	-0.0071487	0.0027635	0.0049378	-0.006379	
1596.273	2	1	0	131072	255	0.00057338	-0.00074072	-0.0036374	0.0014061	0.001219	-0.0015747	-0.0038219	0.0014774	-0.034027	0.013154	0.0026895	-0.0034744	-0.0064422	0.0024904	0.0044317	-0.0057251	
1596.423	2	1	0	131072	255	-6.6121e-05	8.5418e-05	-0.0030563	0.0011815	0.00079459	-0.0010265	-0.0031176	0.0012052	-0.027051	0.010457	0.0024525	-0.0031683	-0.0058157	0.0022482	0.0040868	-0.0052795	
1596.549	2	1	0	131072	255	-0.00059485	0.00076846	-0.0027669	0.0010696	0.00045878	-0.00059267	-0.0027422	0.0010601	-0.02298	0.0088834	0.0023276	-0.003007	-0.0054686	0.002114	0.0039152	-0.0050578	
1596.698	2	1	0	131072	255	-0.00084454	0.001091	-0.0026632	0.0010295	0.00034465	-0.00044524	-0.0027195	0.0010513	-0.021776	0.0084182	0.002326	-0.0030048	-0.0053527	0.0020692	0.0038944	-0.005031	
1596.824	2	1	0	131072	255	-0.00087875	0.0011352	-0.0026903	0.00104	0.00037273	-0.00048151	-0.0027356	0.0010575	-0.021556	0.0083329	0.0023485	-0.003034	-0.0053951	0.0020856	0.0039749	-0.005135	
1597.024	2	1	0	131072	255	-0.00089878	0.0011611	-0.0026732	0.0010334	0.00032394	-0.00041848	-0.0027051	0.0010457	-0.021402	0.0082736	0.0023355	-0.0030172	-0.0053573	0.002071	0.0039444	-0.0050956	
1597.174	2	1	0	131072	255	-0.00095529	0.0012341	-0.0026807	0.0010363	0.00028913	-0.00037351	-0.0026155	0.0010111	-0.020572	0.0079528	0.0022981	-0.0029688	-0.0052918	0.0020457	0.0037669	-0.0048663	
1597.299	2	1	0	131072	255	-0.0010947	0.0014142	-0.0025562	0.00098818	0.00019718	-0.00025473	-0.0024507	0.0009474	-0.020214	0.0078142	0.0022453	-0.0029005	-0.0052109	0.0020144	0.0036932	-0.0047711	
1597.423	2	1	0	131072	255	-0.0011647	0.0015047	-0.0024924	0.00096348	0.00015998	-0.00020667	-0.0025236	0.00097555	-0.019555	0.0075596	0.0022229	-0.0028716	-0.0051621	0.0019955	0.0036751	-0.0047477	
1597.574	2	1	0	131072	255	-0.0010429	0.0013473	-0.0026154	0.001011	0.00020203	-0.00026099	-0.0026738	0.0010336	-0.018877	0.0072975	0.0022462	-0.0029018	-0.005151	0.0019913	0.0036935	-0.0047714	
1597.773	3	1	0	131072	255	-0.00093552	0.0012085	-0.0027701	0.0010709	0.00032504	-0.0004199	-0.002912	0.0011257	-0.01883	0.0072794	0.0022903	-0.0029588	-0.0052857	0.0020433	0.0037515	-0.0048463	
1597.924	3	1	0	131072	255	-0.000915	0.001182	-0.0027925	0.0010795	0.00041267	-0.00053311	-0.0028754	0.0011116	-0.018511	0.0071558	0.0023384	-0.0030209	-0.0052324	0.0020227	0.0037342	-0.0048241	
1598.050	3	1	0	131072	255	-0.00085134	0.0010998	-0.0027459	0.0010615	0.0003831	-0.0004949	-0.0026003	0.0010052	-0.01782	0.0068888	0.002239	-0.0028925	-0.0050813	0.0019643	0.0034953	-0.0045154	
1598.199	3	1	0	131072	255	-0.001454	0.0018783	-0.0023876	0.00092297	-4.0871e-06	5.28e-06	-0.0021247	0.00082135	-0.016437	0.0063543	0.0021449	-0.0027709	-0.004991	0.0019294	0.0033077	-0.004273	
1598.325	3	1	0	131072	255	-0.0011317	0.001462	-0.0030263	0.0011699	0.00032406	-0.00041864	-0.0031794	0.0012291	-0.021711	0.0083929	0.0021612	-0.002792	-0.0056732	0.0021931	0.0035697	-0.0046115	
1598.524	3	1	0	196608	255	0.00060498	-0.00078154	-0.0047612	0.0018406	0.0015573	-0.0020118	-0.0056686	0.0021914	-0.024981	0.0096571	0.0024216	-0.0031284	-0.006594	0.0025491	0.0036885	-0.004765	
1598.675	3	1	0	196608	255	0.0028981	-0.0037439	-0.007013	0.0027111	0.0032447	-0.0041917	-0.0084293	0.0032586	-0.02588	0.010005	0.0027143	-0.0035065	-0.0070061	0.0027084	0.003685	-0.0047604	
1598.799	3	1	0	196608	255	0.0050437	-0.0065157	-0.0091083	0.0035211	0.0048981	-0.0063276	-0.011844	0.0045786	-0.04509	0.017431	0.0032293	-0.0041718	-0.0090978	0.003517	0.0047705	-0.0061627	
1598.924	3	1	0	196608	255	0.0067201	-0.0086813	-0.0099833	0.0038593	0.0060249	-0.0077833	-0.012949	0.0050057	-0.066981	0.025893	0.0039795	-0.0051409	-0.010329	0.0039929	0.0061837	-0.0079885	
1599.074	3	1	0	196608	255	0.005988	-0.0077356	-0.0082614	0.0031937	0.0051031	-0.0065925	-0.0099404	0.0038427	-0.061153	0.02364	0.0036173	-0.0046731	-0.0092689	0.0035832	0.0055993	-0.0072335	
1599.274	3	1	0	196608	255	0.0046466	-0.0060027	-0.0069997	0.0027059	0.0040927	-0.0052871	-0.0084228	0.003256	-0.054803	0.021185	0.0032654	-0.0042185	-0.0086052	0.0033266	0.0050336	-0.0065026	
1599.424	3	1	0	196608	255	0.0041531	-0.0053652	-0.0069407	0.0026831	0.0037843	-0.0048888	-0.0087713	0.0033908	-0.05319	0.020562	0.003254	-0.0042037	-0.008573	0.0033141	0.0048635	-0.006283	
1599.699	3	1	0	196864	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1599.824	3	1	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.025	3	1	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.174	3	1	0	256	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.300	3	1	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.450	3	1	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.774	3	1	0	65792	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600.925	3	1	0	65536	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1601.049	3	1	0	65536	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1601.198	3	1	0	65792	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
